target,sample_idx,frame_idx,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21
agarrar,0,0,0.44210177659988403,0.7730883359909058,0.46479323506355286,0.7557356357574463,0.4877409040927887,0.7332780361175537,0.5081573724746704,0.7295698523521423,0.5214120745658875,0.7382187843322754,0.4933006465435028,0.6969239115715027,0.514686107635498,0.6904038786888123,0.5240033268928528,0.7083473801612854,0.5270763635635376,0.7253381013870239,0.49307993054389954,0.7120978236198425,0.5148281455039978,0.7108122110366821,0.5211300849914551,0.7282648086547852,0.5242027044296265,0.744323194026947,0.49311092495918274,0.7327762246131897,0.5138271450996399,0.7322216629981995,0.5189633369445801,0.7464151978492737,0.5210436582565308,0.757620632648468,0.492051899433136,0.7536258101463318,0.5123216509819031,0.753596842288971,0.5169708132743835,0.762139618396759,0.517876923084259,0.7673712968826294
agarrar,0,1,0.5873051285743713,0.7682520151138306,0.5771918892860413,0.7070000767707825,0.5566900968551636,0.6809449195861816,0.5319259166717529,0.6734704971313477,0.5134512186050415,0.6734246015548706,0.5520928502082825,0.7389697432518005,0.5198366045951843,0.7607882022857666,0.5062766075134277,0.750449538230896,0.5001327991485596,0.7402325868606567,0.5457290410995483,0.7735397815704346,0.5032338500022888,0.7728738784790039,0.4979845881462097,0.7470808625221252,0.5048385262489319,0.7324414849281311,0.5405628681182861,0.7950564026832581,0.5015838742256165,0.7836320400238037,0.5005898475646973,0.7576135396957397,0.5099246501922607,0.7439241409301758,0.5363286733627319,0.8046333193778992,0.5053414106369019,0.7917575240135193,0.503661036491394,0.7685150504112244,0.5103926062583923,0.756487250328064
agarrar,0,2,0.43282637000083923,0.6856948137283325,0.44789639115333557,0.6528812050819397,0.4705050587654114,0.6373749375343323,0.48791518807411194,0.6349541544914246,0.5010671019554138,0.6416472792625427,0.48051759600639343,0.6143686175346375,0.5082751512527466,0.6184378862380981,0.5234283208847046,0.6363484859466553,0.529691219329834,0.6534518003463745,0.4834023118019104,0.6263374090194702,0.5119800567626953,0.6292963624000549,0.5253543257713318,0.6479654312133789,0.5311816334724426,0.6662524342536926,0.48533499240875244,0.6472108364105225,0.5125721096992493,0.6515623927116394,0.52242511510849,0.6694252490997314,0.525725245475769,0.6859073042869568,0.48669514060020447,0.6749045848846436,0.5074695348739624,0.6782408952713013,0.5148782730102539,0.6895325183868408,0.5174763202667236,0.700147271156311
agarrar,0,3,0.42358678579330444,0.6405952572822571,0.44029638171195984,0.6072678565979004,0.46556976437568665,0.586275041103363,0.487338662147522,0.5846185684204102,0.5030763745307922,0.5928608775138855,0.4686294198036194,0.5659536123275757,0.49944689869880676,0.5591292381286621,0.5192566514015198,0.5690567493438721,0.5321736931800842,0.5804218649864197,0.46748825907707214,0.5827070474624634,0.5003913640975952,0.5770702958106995,0.5209100246429443,0.5872706770896912,0.5347064733505249,0.599821150302887,0.4655522108078003,0.610224723815918,0.49814096093177795,0.605424702167511,0.5165466070175171,0.6161641478538513,0.5283139944076538,0.6285422444343567,0.4628419876098633,0.6439104676246643,0.48568663001060486,0.639021635055542,0.49741896986961365,0.6435555815696716,0.5050036907196045,0.650489330291748
agarrar,0,4,0.5899041295051575,0.679315447807312,0.5857331156730652,0.6213442087173462,0.5706906318664551,0.5857171416282654,0.5497042536735535,0.5716263055801392,0.5344527959823608,0.5556732416152954,0.5479798913002014,0.6233338117599487,0.5191274881362915,0.6302164793014526,0.5046085119247437,0.6317758560180664,0.49324074387550354,0.6312155723571777,0.5412137508392334,0.6629202961921692,0.5070918798446655,0.6645700335502625,0.49265041947364807,0.656769871711731,0.4840574562549591,0.6499927639961243,0.5368585586547852,0.6938883066177368,0.5042852759361267,0.6937381029129028,0.49005311727523804,0.6827962398529053,0.48146331310272217,0.6719868183135986,0.5344972610473633,0.7172508835792542,0.5064864158630371,0.714497447013855,0.4948771893978119,0.7038236260414124,0.4881635308265686,0.6915978193283081
agarrar,0,5,0.5892763733863831,0.6602151393890381,0.5804835557937622,0.5979346632957458,0.5651904344558716,0.5572764873504639,0.5425875782966614,0.5446262359619141,0.5276820063591003,0.5364063382148743,0.5520852208137512,0.581702709197998,0.530398964881897,0.5824786424636841,0.518220841884613,0.5884677171707153,0.508038341999054,0.5912451148033142,0.5482211112976074,0.6215017437934875,0.5225957036018372,0.6247760057449341,0.5059570670127869,0.6272376179695129,0.4927827715873718,0.6268774271011353,0.5466170310974121,0.6575292348861694,0.5205752849578857,0.6634421348571777,0.5037556290626526,0.6637003421783447,0.49002546072006226,0.6602648496627808,0.5469558835029602,0.6902651786804199,0.5247436761856079,0.692768394947052,0.5117026567459106,0.6917505264282227,0.5001765489578247,0.6867831945419312
agarrar,0,6,0.5922112464904785,0.6538757085800171,0.5774115324020386,0.5860341191291809,0.5539474487304688,0.547519862651825,0.5307028293609619,0.5401673316955566,0.5165919065475464,0.5623643398284912,0.5619780421257019,0.5557833909988403,0.535010576248169,0.5541133284568787,0.5295548439025879,0.5633915066719055,0.5304957032203674,0.5667723417282104,0.559751570224762,0.59058678150177,0.5282333493232727,0.5962464213371277,0.5301982760429382,0.6022303104400635,0.538773238658905,0.6009945869445801,0.5581910014152527,0.6259682178497314,0.5305750370025635,0.6348075866699219,0.5343142151832581,0.6370097398757935,0.5427129864692688,0.6326918601989746,0.556799054145813,0.660305380821228,0.5351663827896118,0.666704535484314,0.5345743894577026,0.6680492758750916,0.5392799377441406,0.6653422713279724
agarrar,0,7,0.5615102052688599,0.6403005123138428,0.547398030757904,0.5890337228775024,0.5383583903312683,0.5555340051651001,0.5270771980285645,0.5487444400787354,0.5134499073028564,0.5625522136688232,0.5605159997940063,0.5560351610183716,0.5575529336929321,0.5366044640541077,0.5527544021606445,0.5314837694168091,0.5494562387466431,0.5309520959854126,0.563458263874054,0.5856342911720276,0.5609197616577148,0.5732269287109375,0.5566455721855164,0.5666021704673767,0.553585946559906,0.5618840456008911,0.563769519329071,0.6178887486457825,0.5602105855941772,0.6176327466964722,0.5579469203948975,0.6129528284072876,0.5560095310211182,0.6063131093978882,0.561768651008606,0.6500008702278137,0.5607722401618958,0.6563096046447754,0.5581098794937134,0.6536040902137756,0.5556126236915588,0.6484044790267944
agarrar,0,8,0.4121967554092407,0.4832770526409149,0.43721699714660645,0.45332348346710205,0.47100767493247986,0.4385340213775635,0.49901413917541504,0.43744349479675293,0.5214713215827942,0.43653741478919983,0.45545119047164917,0.43312668800354004,0.47190001606941223,0.43130025267601013,0.48327720165252686,0.44236990809440613,0.49317964911460876,0.45485296845436096,0.44517064094543457,0.4612460136413574,0.46453139185905457,0.47018811106681824,0.47917431592941284,0.4839451014995575,0.4906836152076721,0.4964843988418579,0.4353829324245453,0.4938494563102722,0.45394325256347656,0.5054104924201965,0.46790558099746704,0.5182691812515259,0.47965940833091736,0.526492714881897,0.42690035700798035,0.5264923572540283,0.44461962580680847,0.5418499708175659,0.4565230906009674,0.5518110394477844,0.4675426185131073,0.5599655508995056
agarrar,0,9,0.41561219096183777,0.4823934733867645,0.44197118282318115,0.45267459750175476,0.47752633690834045,0.44198960065841675,0.5057957172393799,0.44567611813545227,0.5277584791183472,0.4510928690433502,0.46418142318725586,0.439599871635437,0.47995612025260925,0.44284287095069885,0.4890837073326111,0.4576916992664337,0.49620306491851807,0.47387874126434326,0.4530477225780487,0.46886497735977173,0.47025078535079956,0.48277151584625244,0.4816668927669525,0.49940815567970276,0.4902696907520294,0.5135868787765503,0.4423011243343353,0.5007240772247314,0.45820292830467224,0.5156276822090149,0.46987107396125793,0.5299444198608398,0.47963422536849976,0.5391854047775269,0.4329904317855835,0.5321319699287415,0.4484710991382599,0.5486265420913696,0.4582885503768921,0.5600645542144775,0.4676847457885742,0.570219099521637
