target,d_x_1,d_y_1,d_z_1,d_x_2,d_y_2,d_z_2,d_x_3,d_y_3,d_z_3,d_x_4,d_y_4,d_z_4,d_x_5,d_y_5,d_z_5,d_x_6,d_y_6,d_z_6,d_x_7,d_y_7,d_z_7,d_x_8,d_y_8,d_z_8,d_x_9,d_y_9,d_z_9,d_x_10,d_y_10,d_z_10,d_x_11,d_y_11,d_z_11,d_x_12,d_y_12,d_z_12,d_x_13,d_y_13,d_z_13,d_x_14,d_y_14,d_z_14,d_x_15,d_y_15,d_z_15,d_x_16,d_y_16,d_z_16,d_x_17,d_y_17,d_z_17,d_x_18,d_y_18,d_z_18,d_x_19,d_y_19,d_z_19,d_x_20,d_y_20,d_z_20,d_x_21,d_y_21,d_z_21,e_x_1,e_y_1,e_z_1,e_x_2,e_y_2,e_z_2,e_x_3,e_y_3,e_z_3,e_x_4,e_y_4,e_z_4,e_x_5,e_y_5,e_z_5,e_x_6,e_y_6,e_z_6,e_x_7,e_y_7,e_z_7,e_x_8,e_y_8,e_z_8,e_x_9,e_y_9,e_z_9,e_x_10,e_y_10,e_z_10,e_x_11,e_y_11,e_z_11,e_x_12,e_y_12,e_z_12,e_x_13,e_y_13,e_z_13,e_x_14,e_y_14,e_z_14,e_x_15,e_y_15,e_z_15,e_x_16,e_y_16,e_z_16,e_x_17,e_y_17,e_z_17,e_x_18,e_y_18,e_z_18,e_x_19,e_y_19,e_z_19,e_x_20,e_y_20,e_z_20,e_x_21,e_y_21,e_z_21
abacaxi,0.0,0.0,0.0,0.06655657145058044,0.5423964881043253,-0.035306388507470476,0.30698401391210445,0.709493281049958,-0.05544996074853836,0.5918819049412172,0.5455429099725445,-0.06714784167228638,0.8612727723977534,0.20447441141478442,-0.07732911221204697,0.6157964315404615,-0.04614688354840779,-0.059069992969617235,0.6387121699099703,-0.19062996403897797,-0.08336216024576126,0.6800228157143959,-0.356317939902668,-0.09752452186761795,0.6916938234400413,-0.5142306600257861,-0.10620314441142975,0.7448303130401766,-0.5530276091371935,-0.0476826596957296,0.7156245982688602,-0.7326221579603578,-0.0686610769432634,0.5156528580026726,-0.47359383785960296,-0.07148673198638855,0.3561124475874593,-0.2609847980971839,-0.07206453196226059,0.7752527334731707,-0.8673352735855159,-0.03818581066547333,0.683329808321941,-0.8075953123306034,-0.05480047501145302,0.5079827378652306,-0.5256034649498262,-0.049570040772542345,0.3916090945387935,-0.3618490284055187,-0.04471671394525467,0.7213678695343915,-1.0405586048589994,-0.03162639028845726,0.6628599063925211,-0.8350108545140782,-0.043568616728171694,0.5227762730038382,-0.5828211275078278,-0.041719416151627886,0.44025151499422444,-0.4398567785933817,-0.03894218243180214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abacaxi,0.0,0.0,0.0,0.015046660773461944,-1.3104566006520115,-0.031121299026580118,1.0122086299159136,-1.8503426521612634,-0.04575588403460529,2.4215583454804688,-2.3746817977039196,-0.05312042160150554,3.668140781329249,-2.6458754364413792,-0.0579258225691035,2.106389581086634,2.337631494792491,-0.04561002774354961,4.0313473769836925,0.13918607862946167,-0.05654540879842784,3.3462723045273783,-0.8110439584472015,-0.056667106581898,2.675522110494434,-0.5083813238817015,-0.055289050919981264,2.5199208431702953,2.8733440721190298,-0.031423649175138735,4.172437960527012,0.5757071805175529,-0.044925472123594545,3.2550311544798003,-0.600108426402609,-0.04469139350769069,2.6177259247877736,-0.3246233985440555,-0.04259178636786487,2.7992291735763684,2.669279765120119,-0.018180042861075663,4.112708684466886,0.21728507281743548,-0.03091481549856212,3.2268208987670284,-0.7925241667614135,-0.028327003477187418,2.5743332274634034,-0.4517892998185122,-0.02456784097668674,3.0881064798910924,2.147284625625288,-0.006569316035182737,4.020967289226174,0.2966060945486351,-0.019123271463485025,3.319362686316753,-0.48468042126703204,-0.02049328236100223,2.6805638674052283,-0.12225277884189668,-0.019043974934191965,0.0,0.0,0.0,-0.7835126396359613,-0.08938982656961995,0.00046324108008377607,-1.5359590646050632,-0.568403806069697,-0.00268957777551293,-2.1301573596517605,-0.8514476463989965,-0.006616039338027235,-2.5668363509265957,-1.0610955397940112,-0.010931047747348543,-1.6892473223347158,-2.1474231810786666,-0.00608193934566259,-2.579162447999046,-1.2602893330921865,-0.012298895182524916,-3.058134379836592,-0.7529842846523145,-0.016561157206510302,-3.441117630066015,-0.5355085180827269,-0.019858458215807673,-1.5114154935883684,-2.132960537153846,-0.01110437805435538,-2.488978095806179,-1.0569398291471697,-0.01677033225676894,-2.9265453439519873,-0.5200472421727882,-0.018302108297561404,-3.262221469861845,-0.13044411307359677,-0.019670088911865946,-1.3389289739413097,-1.8323022301958183,-0.016179707969044443,-2.366518658648678,-0.9888997032278063,-0.02175719397745013,-2.887032805074157,-0.5783796140052427,-0.019384441102360483,-3.312631361279031,-0.33811927030151884,-0.01781400586149573,-1.1760135534779335,-1.289174325265236,-0.02140114935717463,-1.921115653391572,-0.9329850719909003,-0.027566972325061556,-2.3490382189442682,-0.762597431498528,-0.02684175888678908,-2.712534129576383,-0.6393084289990038,-0.025302189538692232
abacaxi,0.0,0.0,0.0,0.49997698529776624,-1.5164935224147038,-0.04016482761925033,1.405587205165146,-1.9140829840028093,-0.05854437804644874,2.4929161277767413,-1.8415833145016192,-0.06668689778869918,3.4437150808215122,-1.9063288911884115,-0.07172156057184509,1.9417481264077192,1.5731610038253068,-0.05560990354841522,3.5475084457213186,0.6274252756919203,-0.058913610194380794,3.4409226189262423,-0.7622267744985947,-0.05160768634503654,2.923619739273359,-1.4734643480186596,-0.04533046415870956,2.131333499092887,2.3233914498868957,-0.03435080430334381,3.8944821328970267,1.3889024512746755,-0.040126818482335125,3.6298929360907213,-0.2798420245626723,-0.033135700289662395,3.116942123403426,-0.8858144931869968,-0.026768594299014126,2.2584069900291217,2.5325130727046563,-0.01383302851444057,3.712711260264896,1.4918556064006838,-0.01903763717835716,3.4772328609154766,0.05266687474255147,-0.01489048941856197,2.997799828322145,-0.41766937686844957,-0.011686120432372604,2.380102863834691,2.4719630533197052,0.004152679565791573,3.3855895883328477,1.592233216533808,-0.0033368512695091113,3.2914778563167406,0.41843545048573605,-0.005382477555926357,2.9170408418288485,-0.045162648233433425,-0.005511219863350902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abacaxi,0.0,0.0,0.0,0.28911477434728317,-0.5507948096169694,-0.009659192972760522,0.6577011398847615,-0.8311227150998706,-0.01821280129341396,0.9859941859694351,-0.9296922440438786,-0.02415534898726257,1.256673849304513,-0.9714877985030046,-0.028749324829261624,0.6971537590129279,-0.021825476255828976,-0.02741310045210632,1.090227244252068,0.337230224587016,-0.03367312483577045,1.3078816296317994,0.3385558780702318,-0.0319412597277573,1.3904520112091736,0.2540844456563031,-0.028561907336991155,0.6107330388585721,0.4398137530318594,-0.02447758101014408,1.1060928787597684,0.9690871511620545,-0.031221414432804906,1.3355162073111546,0.9324684501364091,-0.027131814957540357,1.411498806016772,0.7896312254097992,-0.022124801278989636,0.5331495779056797,0.7647969722749107,-0.021010291279237592,1.0035593099653648,1.2768403206164347,-0.025970776081960523,1.2166217143710718,1.221916575944384,-0.02060889311222347,1.2975253386449879,1.0758698743636728,-0.014742237032335126,0.45613160851336637,0.9486941386765879,-0.017806670145075643,0.84020934186689,1.3326133793459585,-0.019611822889130437,1.0336341581567086,1.3216101970232825,-0.01558696989057573,1.1330547239047564,1.2153744458566493,-0.010991079249363267,0.0,0.0,0.0,-0.8309207545342407,0.27651490907187976,0.0025011225740456666,-1.4704183538598,-0.3742088134218598,0.0018908630960652317,-1.8846893350795366,-0.8379058081662034,-4.929441132617285e-06,-2.1971685945239567,-1.2289114359976787,-0.0017767363090968047,-1.3857341623402344,-2.5267977545667826,0.001724822949341842,-2.0669322493796596,-2.644054651411133,-0.0034761776545053635,-2.4711190890475336,-2.153159931953082,-0.008319752370283595,-2.614715206757989,-1.7202903879432145,-0.01119817801313161,-1.2337799901322615,-2.5570118441504457,-0.002903070845917455,-1.9946887975177143,-2.7702557258263933,-0.005648330864772788,-2.4170686552674505,-2.290357119104967,-0.007947110650405875,-2.564424636479686,-1.8128191457600273,-0.009911438529655925,-1.1120863131213352,-2.235812364660577,-0.007910509673223487,-1.8717300631332352,-2.5267069609753796,-0.011597458352611056,-2.307704747969096,-2.112262463114294,-0.012157975775465957,-2.483285430295579,-1.6909317757541076,-0.012415836644635192,-1.0417273326898504,-1.5878306086272183,-0.012788593848512164,-1.6916904066511664,-1.7625699370066972,-0.015427125697300426,-1.995917537454706,-1.5336409580069834,-0.014559675087497226,-2.129008836639797,-1.2071572914974416,-0.01364694729940652
abacaxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0786167569211569,0.3031948383596116,0.0003254784532487065,-1.7504466819838032,-0.26287306917831044,-0.001200223530815947,-2.1925000947790245,-0.6681443287013241,-0.00422226877714138,-2.5590078034310424,-0.9016868085902872,-0.008671748990366268,-1.8081007594651006,-2.357600705789976,-0.0027660809719805,-2.7008097702433287,-1.8540091513462964,-0.010823115313598919,-2.9831909125517617,-0.9541790828899731,-0.017605697343299198,-3.0264240896286334,-0.18400097900005533,-0.02138408792967539,-1.6373938429966504,-2.4136096327815513,-0.00737169019708972,-2.7083958330698152,-1.8173828199051194,-0.013624813946137238,-2.9732937659366225,-0.819977120857476,-0.017873363176533985,-2.962136922834836,-0.0854215277709385,-0.020796464363286304,-1.458546466029205,-2.0997795443966556,-0.012483479993591118,-2.5052861768960155,-1.5690585890556599,-0.021209084967324543,-2.7454338621908727,-0.6383757980552909,-0.024961053932258892,-2.7332567961532868,0.04924625952484989,-0.026442484537312794,-1.3014600178226234,-1.4954434353874348,-0.017383504266092586,-2.036291169515615,-0.9696218464599992,-0.024915467554876614,-2.2471509114959334,-0.3521753806568094,-0.02693009709770422,-2.2889874328978315,0.23817776930467136,-0.02723275458271246
abacaxi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9353424288625283,0.435100608052992,0.0015411868906767268,-1.562823525689895,0.07532166116555891,-9.432132821984851e-05,-1.990944187924983,-0.22851232229368304,-0.003183844780437539,-2.3500209837337542,-0.33465737668828544,-0.007731074981279562,-1.8428526577803765,-1.6163963169749533,-0.005120098639167736,-2.7150215298160996,-1.118825045405402,-0.013356966480500887,-2.9351607376083173,-0.17112594512895746,-0.019358318813033293,-2.9527397504487305,0.5699047083770836,-0.022089345894642065,-1.7301581518867115,-1.5700053584987042,-0.009330076679475496,-2.699600184190983,-0.8750910377827549,-0.014322682797796915,-2.9180174147078355,0.08300969591479876,-0.017112657941765974,-2.8819865246839798,0.7573894376220138,-0.019510373987145613,-1.592407392173309,-1.2389196001936338,-0.013630092657990645,-2.4878006904789407,-0.48594198710816006,-0.01917810230690975,-2.703721053946513,0.37322966765647386,-0.021666341043896864,-2.6917317871667805,0.9750963525127779,-0.023457376800365637,-1.4496035198346098,-0.6969643643515354,-0.017747274182625006,-2.057527556649646,-0.04849444278589828,-0.021687940277047346,-2.2137739852099596,0.5437737032234112,-0.022104936234541128,-2.218190263136005,1.0715953652389965,-0.02209878205496807
abacaxi,0.0,0.0,0.0,-0.1968438528992655,-0.7393217701122583,0.001742732605805486,-0.29328498432011113,-1.6474259346398357,-0.0007396064355020826,-0.30285863138312064,-2.360573164755286,-0.004372876824902505,-0.32857728342454734,-2.926749628179103,-0.007758366631435365,-0.24836036531413497,-2.112813022579317,-0.0078628214430978,-0.2133884199080749,-3.370937046100771,-0.01649331137360832,-0.02681994122064277,-4.0109350882351835,-0.02027856208206913,0.16043383622082472,-4.392850088982585,-0.021413194237368316,-0.0874911766314145,-2.0241624706585415,-0.013561782648878307,0.0019074539806241309,-3.353962993913919,-0.02164438947858116,0.23746540592742027,-4.069135610415439,-0.024815224332826347,0.45125280113750205,-4.47171225125133,-0.025779485924260825,0.15984710783552045,-1.7842744632282,-0.01923589803101322,0.3192565162956039,-2.9673923034291283,-0.026313735393898696,0.5553865284180717,-3.6374771904335583,-0.029668348131792754,0.7572832861715775,-4.040320205956377,-0.030857464520352096,0.46979107119957525,-1.4169261681027474,-0.024544693751352042,0.7267657826667473,-2.141872506046666,-0.0295656660926511,0.9443686725664626,-2.601533124945578,-0.03128123305560848,1.1408499273236101,-2.9614968566135915,-0.03157069183708927,0.0,0.0,0.0,-0.7967340213327861,0.025734365409718876,0.005455648570176663,-1.5519774346410526,-0.0762185257988072,0.00571315460544497,-2.122034366625746,-0.029842454373059796,0.00401235655587584,-2.5260299421099437,0.22323265070647474,0.0007239124824707233,-2.0418448439488364,-1.0731490539241804,4.232039279372657e-05,-2.9420452219538897,-0.37266925507489135,-0.0077812401141557075,-3.2885797404155817,0.48983469415107916,-0.014458380595925746,-3.508087536851541,1.2029425434883627,-0.017631588460091052,-1.9757430908947906,-0.9920559697763804,-0.005358939481112657,-2.9556336959708567,-0.06414040151637179,-0.008036732630017696,-3.310311172722796,0.8207671985938634,-0.010155847252491412,-3.4663671437977865,1.5108233253712091,-0.012479457960608897,-1.8667587777916725,-0.6561196042223899,-0.01071086149025291,-2.7468868492938188,0.2408162685029211,-0.01390618360895246,-3.07598964175805,1.0713715304098943,-0.01605373616624206,-3.216075942767357,1.7350093892159337,-0.01798237669575542,-1.7318453662032127,-0.12241232706577154,-0.015659294978860316,-2.2964708032426318,0.7353479244380249,-0.018384054259541927,-2.5380293942298273,1.358926852791524,-0.018723837987664638,-2.6799547544053173,1.9217179042585752,-0.018663953946116862
abacaxi,0.0,0.0,0.0,-0.3191150605785686,-0.6043425090871009,-0.0006440820936290947,-0.4987986365371328,-1.3661941458898854,-0.004311382718867662,-0.5837155715436334,-1.996394585002354,-0.008851602156198624,-0.670588436777731,-2.492807154793357,-0.013368088234699371,-0.42521446775263566,-2.422314504667307,-0.007417108346260193,-0.5398234324032853,-3.8015840301177155,-0.015001495782769325,-0.4958983675033753,-4.588992711547317,-0.018091662269569042,-0.40893373047134973,-5.118650140548822,-0.019329147827363613,-0.20706449750069242,-2.4946783187037833,-0.012426916923857334,-0.25637117271879695,-4.054508856577679,-0.021188794117904308,-0.16673744751802352,-4.994417746981089,-0.026156211685872677,-0.06249309164864,-5.632410732614572,-0.028610213142371776,0.10937026613991577,-2.3605030462964076,-0.017735280510521534,0.15272928819459006,-3.7536325651522207,-0.027210591774917248,0.29652658842289803,-4.671742851355409,-0.035234714340901974,0.43670906058014597,-5.307949439395636,-0.03957432363603175,0.5013570381099063,-2.046195847161964,-0.022566751059628132,0.8010318895853904,-2.9396461405493803,-0.030299440440273884,1.0167201338990186,-3.552689456737754,-0.0358990192827946,1.2092237396444818,-4.093380517932901,-0.03929796297524035,0.0,0.0,0.0,-0.6425886321736541,-0.11359924288481424,0.0073444968762999,-1.2537447690879946,-0.14923886157276028,0.008328814499378723,-1.677207416023292,0.008777352328632554,0.006697164357007068,-1.9777217965012936,0.2774854525032657,0.0041857850480084835,-1.6025440105258464,-0.7142121287161716,0.0047118621620541035,-2.289498100483117,-0.1919822807282254,-0.0019629083365941824,-2.638747768604309,0.27168581632391153,-0.008273827403485257,-2.8927067506876427,0.664611167475153,-0.012161559916734177,-1.5710197965834538,-0.5509830269230673,-0.0026050173003966393,-2.3101888302494955,0.0006030817517525945,-0.005691057096868235,-2.6689898056140695,0.4707756667806045,-0.008804043315052468,-2.9419263883627096,0.8602257593373717,-0.012103635377883393,-1.4813044756985165,-0.217383330259855,-0.010068961910604912,-2.1822425237745504,0.26730719152212445,-0.013378300264179188,-2.518539754856539,0.717480077958481,-0.01661124874621578,-2.7612801599369585,1.1048822053999217,-0.019753842174708325,-1.347939856610169,0.2528332294800622,-0.01706854675680347,-1.7885425894984015,0.7837650445776718,-0.020212410509287793,-2.0448473083119896,1.1944624611008725,-0.02194957298010536,-2.2557650996249303,1.6015300793307123,-0.02357124213844486
abacaxi,0.0,0.0,0.0,-0.41782805292677955,-0.4482579842144103,-0.0011919107666003015,-0.7277139340462597,-1.0289335257316266,-0.005468078717193237,-0.910760462979994,-1.6015853446710426,-0.010460164226195445,-1.0679384489933088,-2.0238570052722817,-0.015927696428796878,-0.47820982345927454,-2.3870348167623563,-0.007351586423418155,-0.6572281133154717,-3.731336252780229,-0.011709021232626071,-0.6872775223649821,-4.50753610739108,-0.012655320405563941,-0.6723458576182288,-5.043669290769353,-0.01303739921709024,-0.2039334363997878,-2.5571073493868464,-0.011264560572406879,-0.3441489118753556,-4.073395776981803,-0.01593372581114494,-0.3351780652653109,-4.9371310787581955,-0.018898282028338542,-0.3160627466807625,-5.52912541454155,-0.021089412100216975,0.1297894449219422,-2.4883324848732475,-0.015386206857463947,0.09847511304791098,-3.8753820400153374,-0.021712189368507495,0.1621672876666173,-4.754982192027207,-0.029185214839479556,0.2118400752120126,-5.353541930272488,-0.03412016277720653,0.5134527338246686,-2.2581729819117293,-0.019110267810127368,0.7779735342738845,-3.1645208504765976,-0.025092374361655345,0.988027385133695,-3.7304260658883153,-0.030510097570321193,1.1534451411493838,-4.230721163092851,-0.03434689884593212,0.0,0.0,0.0,-0.7711138676078818,0.5252102379832426,0.007640464487735699,-1.3904968313059645,0.6587378131721295,0.008650852157984446,-1.8037867454160266,0.9493222733097041,0.006873287051234911,-2.076642102953807,1.277880334609115,0.004549252591345976,-1.8438599623839977,-0.5212655052565649,0.00889448334953613,-2.6001270752358843,-0.2803719525308494,0.0050402449213606815,-2.9710799160119525,0.09288913395175191,0.0005906880486463706,-3.220400045211197,0.42868117810965006,-0.0027218791420864363,-1.853899351562733,-0.4371935739748326,0.0012922049735379915,-2.6655244109649536,-0.19646130251963764,-5.259657166334364e-05,-3.0226403544816347,0.13843407695995344,-0.0020079479783134957,-3.308109682947745,0.389699938918231,-0.004466796503152182,-1.7688789680387649,-0.09568862169326509,-0.006805215240206053,-2.60103927618337,0.08044384251736111,-0.009277257346298029,-2.994216380108237,0.3586392377185245,-0.011250144080008795,-3.314529861230211,0.5926139719033755,-0.013573083304549982,-1.6398694878914797,0.4577073678693034,-0.014455474191095163,-2.1998765299007084,0.9356858679049549,-0.01747202242233925,-2.5640696139394072,1.275767402000827,-0.01888407135822945,-2.900093962312642,1.5642270923726442,-0.02033561768450909
abacaxi,0.0,0.0,0.0,-0.4455926116719393,-0.38753374180608235,-0.004733903302451381,-0.7968846487947958,-0.9234354872977865,-0.011733850898792753,-1.0609303237386887,-1.474030666588314,-0.018782743687381753,-1.2734276500326198,-1.8823401000512048,-0.026163422937145242,-0.47074144279360014,-2.2378032779953663,-0.013317837814440736,-0.6908983215485411,-3.4169664246652514,-0.020183063546767244,-0.7577834827938199,-4.126643405826438,-0.023563894877781877,-0.7683352885601685,-4.638375816865761,-0.02569960753118039,-0.17021992837509692,-2.4096227995250485,-0.016128653163661966,-0.30470446035534027,-3.8154202262583055,-0.022647303963651666,-0.32008324669477134,-4.642237729244103,-0.026494744668354997,-0.31635807690467505,-5.21564006382257,-0.029422012592306146,0.16376908857661324,-2.3382759604484273,-0.01925206693505288,0.1533130354140242,-3.6101518936283417,-0.026367272684922227,0.19605280035786174,-4.412790880405233,-0.0335528975973034,0.23012039626394512,-5.008618343616229,-0.03860231625532151,0.5193050647332221,-2.0970626906229173,-0.022324785093417177,0.778111891739916,-2.9180474827762817,-0.028814451272239694,0.9590515208578165,-3.4596032227680595,-0.03398251297568322,1.0862739392666274,-3.9507891581438206,-0.03767122464870454,0.0,0.0,0.0,-0.6532722609297021,0.6383360929181132,0.009540565879277096,-1.2578337125696382,0.8670591358879177,0.012899229870370732,-1.6931594907297862,1.2260712193478478,0.012603603870800839,-2.0367747855254983,1.5892618402349779,0.0122190794061936,-1.6218880848175588,-0.5177362113615287,0.020327979334823,-2.2185692074840504,-0.1477084936639867,0.020823226877681122,-2.3993414301860834,0.3275384421542481,0.01827216111981045,-2.4512022677745757,0.6577831182798036,0.015983594217530595,-1.6557650862407645,-0.3874822257155911,0.011895165414742337,-2.3214201203314073,-0.08369554378930996,0.012744255931309567,-2.40909509003293,0.38368788938069065,0.010377526850632535,-2.4231871373964737,0.6821111801462201,0.008249434278539525,-1.6175503983977455,-0.04695946927413746,0.002788138444728361,-2.3222957903392216,0.27895803688486126,0.0020255072593755585,-2.430183383199499,0.6831642276656251,0.0006704554396748108,-2.476908686114461,0.9334431954234653,-0.0007813096892022031,-1.5246557623966417,0.4775255006904496,-0.00599276962763895,-2.1174009271577137,0.7857052556903609,-0.007445384180911674,-2.480031371634721,1.0503244591085954,-0.00828106737769474,-2.789303435579528,1.2204512267276406,-0.009508065311976566
