target,sample_idx,frame_idx,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20,x_21,y_21
agora,0,0,0.5610207319259644,0.8286725878715515,0.5275165438652039,0.8419262170791626,0.5074979066848755,0.824275553226471,0.4974153935909271,0.8114537596702576,0.4907601475715637,0.8029173612594604,0.5009679198265076,0.7522762417793274,0.4807336628437042,0.7937723398208618,0.4877265393733978,0.8195863962173462,0.4949275553226471,0.8246758580207825,0.5077939629554749,0.7522334456443787,0.4837557077407837,0.7997717261314392,0.48686447739601135,0.8239747285842896,0.492105633020401,0.8292950987815857,0.5146535634994507,0.7641355991363525,0.4869021773338318,0.7977312207221985,0.4724107086658478,0.8102185130119324,0.46183598041534424,0.8074412941932678,0.5195716023445129,0.7837284803390503,0.5016096830368042,0.8116204142570496,0.5011066198348999,0.8262342214584351,0.5031348466873169,0.8309032320976257
agora,0,1,0.5632675290107727,0.8295465707778931,0.529277503490448,0.8387395143508911,0.5077384114265442,0.8205655217170715,0.4959252178668976,0.8095628619194031,0.4886290729045868,0.8033228516578674,0.5007443428039551,0.7509130239486694,0.4810348153114319,0.7956888675689697,0.48520657420158386,0.8216774463653564,0.4900152385234833,0.8276766538619995,0.5070573687553406,0.7528397440910339,0.4820764660835266,0.8004356622695923,0.4806593954563141,0.8242801427841187,0.4812816381454468,0.8318736553192139,0.5140114426612854,0.7647238969802856,0.48421719670295715,0.7992274761199951,0.47021162509918213,0.8141568899154663,0.4590294361114502,0.8148418068885803,0.5196220874786377,0.7834792733192444,0.5012369751930237,0.8108519315719604,0.5017165541648865,0.8280678391456604,0.5038906335830688,0.8364084959030151
agora,0,2,0.5605608820915222,0.827699601650238,0.5273669958114624,0.8343929648399353,0.5067053437232971,0.8174949884414673,0.49608081579208374,0.8061567544937134,0.4918561577796936,0.796653151512146,0.5016389489173889,0.7501084208488464,0.48243314027786255,0.7905907034873962,0.4894507825374603,0.8155483603477478,0.49694767594337463,0.8205077648162842,0.5093209743499756,0.7522400617599487,0.48502078652381897,0.796570360660553,0.48541024327278137,0.8191559910774231,0.48770594596862793,0.8252547979354858,0.5166890025138855,0.7643041610717773,0.4880339205265045,0.7957760095596313,0.47234097123146057,0.8056576251983643,0.4597305655479431,0.8029569387435913,0.522423505783081,0.7830385565757751,0.5036759376525879,0.807785153388977,0.5002217292785645,0.8224928379058838,0.498399943113327,0.8295164704322815
agora,0,3,0.4533900320529938,0.8085801601409912,0.4466184377670288,0.8001968264579773,0.456417977809906,0.7951927185058594,0.4748382270336151,0.7893308401107788,0.4914381802082062,0.7820447683334351,0.4895828366279602,0.83730548620224,0.519118070602417,0.8220685124397278,0.5088329315185547,0.8047049045562744,0.49747589230537415,0.8037881255149841,0.4979293942451477,0.8228537440299988,0.5223796963691711,0.79230797290802,0.505047082901001,0.777624785900116,0.4960668087005615,0.78470778465271,0.5034752488136292,0.8067625164985657,0.5211120843887329,0.7735288143157959,0.5031867623329163,0.7652304172515869,0.4948665499687195,0.7756459712982178,0.5075929164886475,0.7926517724990845,0.5164061784744263,0.7679683566093445,0.5027071833610535,0.7621751427650452,0.4944952130317688,0.7731420993804932
agora,0,4,0.4065602421760559,0.7432307004928589,0.4111086130142212,0.7043482065200806,0.42554762959480286,0.6798665523529053,0.44083845615386963,0.6680940389633179,0.4548835754394531,0.6666914224624634,0.45611169934272766,0.7505074143409729,0.4845846891403198,0.7725591063499451,0.49688324332237244,0.752839207649231,0.4971219599246979,0.7319329380989075,0.4569624960422516,0.7664342522621155,0.4867633581161499,0.775547981262207,0.49665549397468567,0.7486435770988464,0.4955182373523712,0.727752149105072,0.4572056233882904,0.7731796503067017,0.4851579964160919,0.7746328115463257,0.49344176054000854,0.7491720914840698,0.49451813101768494,0.7290834188461304,0.45703431963920593,0.7745946645736694,0.47905847430229187,0.7694230079650879,0.4873000681400299,0.7517576813697815,0.4904690682888031,0.7356540560722351
agora,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agora,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agora,0,7,0.6822637319564819,0.5392231941223145,0.6940245628356934,0.4953242540359497,0.7166345119476318,0.466418594121933,0.735214352607727,0.44814538955688477,0.7520167231559753,0.4333683252334595,0.7282565832138062,0.49218443036079407,0.7429542541503906,0.48158901929855347,0.7510430216789246,0.468389630317688,0.7571333646774292,0.4562871754169464,0.7243828177452087,0.511495053768158,0.7387369871139526,0.503001868724823,0.7460684776306152,0.48533305525779724,0.7502270936965942,0.4714362323284149,0.7153191566467285,0.5302318930625916,0.7285952568054199,0.5208019018173218,0.7348330616950989,0.5063133239746094,0.7382223606109619,0.49535131454467773,0.7022565603256226,0.5454505681991577,0.7120032906532288,0.5383338332176208,0.7186944484710693,0.5276780128479004,0.72261643409729,0.5177254676818848
agora,0,8,0.6929053664207458,0.5435189008712769,0.7106694579124451,0.5000075697898865,0.7374139428138733,0.47685855627059937,0.7585181593894958,0.46206584572792053,0.7783143520355225,0.4487648010253906,0.7445207238197327,0.5068414807319641,0.7653141021728516,0.5044400691986084,0.7783746123313904,0.49292734265327454,0.7885172963142395,0.4807187020778656,0.7380262613296509,0.5239868760108948,0.758770227432251,0.5204443335533142,0.7720499634742737,0.5045753717422485,0.7829343676567078,0.4895418882369995,0.7257139086723328,0.5398651957511902,0.7452240586280823,0.5331937074661255,0.7576907873153687,0.5185326337814331,0.7667468190193176,0.5040065050125122,0.709115743637085,0.5508994460105896,0.7231033444404602,0.5434339046478271,0.7331909537315369,0.5296162366867065,0.7407296299934387,0.5160855650901794
agora,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
